#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;01/01/2000
#Version;01.002-02.430-03.730
#Serial No.;100329

#Mode;Unlimited
#Logging Interval[s];0.1
#Specified Logging Count;-----
#Specified Logging Time[s];-----

#Start Time;00:01:39
#Stop Time;00:09:00

#Actual Count;4419

URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp;Time
236.94;0.823;9.68E+01;49.964;300;20;1.95E+02;1.69E+02;0.496;1.61;07:04.3;325.3
236.94;0.843;9.92E+01;49.965;300;20;2.00E+02;1.73E+02;0.497;1.59;07:04.4;325.4
236.94;1.009;1.17E+02;49.964;300;20;2.39E+02;2.09E+02;0.487;1.61;07:04.5;325.5
236.84;1.658;1.93E+02;49.963;300;20;3.93E+02;3.42E+02;0.492;1.62;07:04.6;325.6
236.73;2.356;2.83E+02;49.963;300;20;5.58E+02;4.80E+02;0.508;1.62;07:04.7;325.7
236.55;3.083;3.83E+02;49.963;300;20;7.29E+02;6.21E+02;0.525;1.65;07:04.8;325.8
236.65;2.926;3.63E+02;49.963;300;20;6.93E+02;5.90E+02;0.525;1.67;07:04.9;325.9
236.63;2.917;3.61E+02;49.962;300;20;6.90E+02;5.88E+02;0.523;1.62;07:05.0;326
236.64;2.9;3.59E+02;49.961;300;20;6.86E+02;5.85E+02;0.523;1.64;07:05.1;326.1
236.74;2.375;2.84E+02;49.961;300;20;5.62E+02;4.85E+02;0.505;1.62;07:05.2;326.2
236.91;0.888;1.05E+02;49.962;300;20;2.11E+02;1.83E+02;0.497;1.6;07:05.3;326.3
236.89;0.825;9.67E+01;49.962;300;20;1.95E+02;1.70E+02;0.495;1.61;07:05.4;326.4
236.8;1.355;1.53E+02;49.961;300;20;3.21E+02;2.82E+02;0.478;1.6;07:05.5;326.5
236.54;2.586;3.11E+02;49.962;300;20;6.12E+02;5.27E+02;0.508;1.63;07:05.6;326.6
236.49;3.01;3.75E+02;49.962;300;20;7.12E+02;6.05E+02;0.527;1.62;07:05.7;326.7
236.49;2.947;3.66E+02;49.962;300;20;6.97E+02;5.93E+02;0.525;1.65;07:05.8;326.8
236.53;2.971;3.69E+02;49.962;300;20;7.03E+02;5.98E+02;0.526;1.65;07:05.9;326.9
236.59;2.797;3.45E+02;49.964;300;20;6.62E+02;5.65E+02;0.521;1.63;07:06.0;327
236.77;1.387;1.61E+02;49.964;300;20;3.29E+02;2.86E+02;0.491;1.59;07:06.1;327.1
236.85;1.086;1.26E+02;49.966;300;20;2.57E+02;2.24E+02;0.491;1.6;07:06.2;327.2
236.88;0.938;1.10E+02;49.966;300;20;2.22E+02;1.93E+02;0.493;1.58;07:06.3;327.3
236.88;0.871;1.02E+02;49.966;300;20;2.06E+02;1.79E+02;0.495;1.57;07:06.4;327.4
236.92;0.822;9.64E+01;49.965;300;20;1.95E+02;1.69E+02;0.495;1.59;07:06.5;327.5
236.91;0.812;9.56E+01;49.964;300;20;1.92E+02;1.67E+02;0.497;1.6;07:06.6;327.6
236.97;0.808;9.52E+01;49.964;300;20;1.91E+02;1.66E+02;0.497;1.59;07:06.7;327.7
236.92;0.82;9.65E+01;49.964;300;20;1.94E+02;1.69E+02;0.497;1.59;07:06.8;327.8
236.8;0.832;9.78E+01;49.963;300;20;1.97E+02;1.71E+02;0.496;1.57;07:06.9;327.9
236.87;0.812;9.55E+01;49.963;300;20;1.92E+02;1.67E+02;0.496;1.58;07:07.0;328
236.83;0.804;9.45E+01;49.963;300;20;1.90E+02;1.65E+02;0.496;1.59;07:07.1;328.1
236.85;0.82;9.64E+01;49.961;300;20;1.94E+02;1.69E+02;0.496;1.61;07:07.2;328.2
236.85;0.82;9.64E+01;49.961;300;20;1.94E+02;1.69E+02;0.496;1.61;07:07.3;328.3
236.88;0.825;9.68E+01;49.96;300;20;1.95E+02;1.70E+02;0.496;1.6;07:07.4;328.4
236.85;1.171;1.33E+02;49.962;300;20;2.77E+02;2.43E+02;0.48;1.59;07:07.5;328.5
236.66;2.044;2.41E+02;49.961;300;20;4.84E+02;4.20E+02;0.497;1.64;07:07.6;328.6
236.4;3.278;4.13E+02;49.961;300;20;7.75E+02;6.56E+02;0.532;1.68;07:07.7;328.7
236.48;2.911;3.60E+02;49.961;300;20;6.88E+02;5.87E+02;0.523;1.63;07:07.8;328.8
236.5;2.875;3.55E+02;49.962;300;20;6.80E+02;5.80E+02;0.522;1.64;07:07.9;328.9
236.53;2.859;3.53E+02;49.962;300;20;6.76E+02;5.77E+02;0.522;1.66;07:08.0;329
236.73;1.854;2.13E+02;49.962;300;20;4.39E+02;3.84E+02;0.485;1.63;07:08.1;329.1
236.9;0.851;9.98E+01;49.964;300;20;2.02E+02;1.75E+02;0.495;1.61;07:08.2;329.2
236.84;0.811;9.51E+01;49.964;300;20;1.92E+02;1.67E+02;0.495;1.6;07:08.3;329.3
236.77;1.319;1.48E+02;49.964;300;20;3.12E+02;2.75E+02;0.474;1.59;07:08.4;329.4
236.37;3.423;4.32E+02;49.963;300;20;8.09E+02;6.84E+02;0.534;1.67;07:08.5;329.5
236.5;2.959;3.68E+02;49.964;300;20;7.00E+02;5.95E+02;0.525;1.66;07:08.6;329.6
236.51;2.929;3.62E+02;49.964;300;20;6.93E+02;5.91E+02;0.523;1.64;07:08.7;329.7
236.49;2.948;3.65E+02;49.964;300;20;6.97E+02;5.94E+02;0.524;1.66;07:08.8;329.8
236.69;2.108;2.50E+02;49.963;300;20;4.99E+02;4.32E+02;0.5;1.65;07:08.9;329.9
236.84;1.25;1.45E+02;49.962;300;20;2.96E+02;2.58E+02;0.491;1.62;07:09.0;330
236.87;0.954;1.11E+02;49.962;300;20;2.26E+02;1.97E+02;0.493;1.59;07:09.1;330.1
236.91;0.879;1.03E+02;49.961;300;20;2.08E+02;1.81E+02;0.495;1.58;07:09.2;330.2
237;0.843;9.89E+01;49.961;300;20;2.00E+02;1.74E+02;0.495;1.63;07:09.3;330.3
237;0.826;9.71E+01;49.962;300;20;1.96E+02;1.70E+02;0.496;1.6;07:09.4;330.4
236.94;0.824;9.66E+01;49.961;300;20;1.95E+02;1.70E+02;0.494;1.59;07:09.5;330.5
236.9;0.83;9.70E+01;49.961;300;20;1.97E+02;1.71E+02;0.493;1.59;07:09.6;330.6
236.91;0.813;9.54E+01;49.962;300;20;1.93E+02;1.67E+02;0.495;1.6;07:09.7;330.7
236.99;0.829;9.74E+01;49.962;300;20;1.97E+02;1.71E+02;0.496;1.59;07:09.8;330.8
236.94;0.827;9.71E+01;49.963;300;20;1.96E+02;1.70E+02;0.495;1.59;07:09.9;330.9
236.97;0.815;9.55E+01;49.962;300;20;1.93E+02;1.68E+02;0.495;1.6;07:10.0;331
236.95;0.82;9.66E+01;49.961;300;20;1.94E+02;1.69E+02;0.497;1.58;07:10.1;331.1
236.92;0.845;9.94E+01;49.962;300;20;2.00E+02;1.74E+02;0.496;1.58;07:10.2;331.2
236.9;0.979;1.12E+02;49.961;300;20;2.32E+02;2.03E+02;0.483;1.6;07:10.3;331.3
236.76;1.974;2.30E+02;49.96;300;20;4.67E+02;4.07E+02;0.492;1.64;07:10.4;331.4
236.51;3.216;4.04E+02;49.96;300;20;7.61E+02;6.44E+02;0.531;1.71;07:10.5;331.5
236.58;2.855;3.54E+02;49.96;300;20;6.76E+02;5.76E+02;0.524;1.67;07:10.6;331.6
236.57;2.842;3.52E+02;49.96;300;20;6.72E+02;5.73E+02;0.524;1.67;07:10.7;331.7
236.6;2.825;3.50E+02;49.96;300;20;6.69E+02;5.70E+02;0.523;1.69;07:10.8;331.8
236.66;2.27;2.67E+02;49.959;300;20;5.37E+02;4.66E+02;0.498;1.67;07:10.9;331.9
236.9;0.794;9.34E+01;49.959;300;20;1.88E+02;1.63E+02;0.496;1.6;07:11.0;332
236.9;0.761;8.96E+01;49.959;300;20;1.80E+02;1.56E+02;0.497;1.58;07:11.1;332.1
236.79;1.559;1.73E+02;49.958;300;20;3.69E+02;3.26E+02;0.468;1.64;07:11.2;332.2
236.52;3.134;3.93E+02;49.958;300;20;7.41E+02;6.29E+02;0.53;1.7;07:11.3;332.3
236.55;2.908;3.62E+02;49.958;300;20;6.88E+02;5.85E+02;0.526;1.68;07:11.4;332.4
236.52;2.886;3.58E+02;49.959;300;20;6.83E+02;5.81E+02;0.524;1.67;07:11.5;332.5
236.53;2.873;3.56E+02;49.958;300;20;6.80E+02;5.79E+02;0.524;1.68;07:11.6;332.6
236.67;2.021;2.38E+02;49.958;300;20;4.78E+02;4.15E+02;0.497;1.67;07:11.7;332.7
236.86;1.062;1.24E+02;49.958;300;20;2.52E+02;2.19E+02;0.492;1.6;07:11.8;332.8
236.84;0.847;9.94E+01;49.958;300;20;2.01E+02;1.74E+02;0.496;1.59;07:11.9;332.9
236.88;0.85;1.00E+02;49.958;300;20;2.01E+02;1.75E+02;0.497;1.61;07:12.0;333
236.87;0.821;9.67E+01;49.958;300;20;1.94E+02;1.69E+02;0.497;1.6;07:12.1;333.1
236.9;0.82;9.68E+01;49.959;300;20;1.94E+02;1.69E+02;0.498;1.61;07:12.2;333.2
236.82;0.812;9.57E+01;49.959;300;20;1.92E+02;1.67E+02;0.498;1.6;07:12.3;333.3
236.88;0.827;9.75E+01;20;300;20;1.96E+02;1.70E+02;0.498;1.6;07:12.4;333.4
236.87;0.805;9.47E+01;49.959;300;20;1.91E+02;1.66E+02;0.497;1.6;07:12.5;333.5
236.9;0.823;9.67E+01;49.96;300;20;1.95E+02;1.69E+02;0.496;1.61;07:12.6;333.6
236.89;0.814;9.57E+01;49.96;300;20;1.93E+02;1.67E+02;0.496;1.61;07:12.7;333.7
236.88;0.811;9.54E+01;49.96;300;20;1.92E+02;1.67E+02;0.497;1.62;07:12.8;333.8
236.88;0.818;9.63E+01;49.959;300;20;1.94E+02;1.68E+02;0.497;1.61;07:12.9;333.9
236.89;0.861;1.01E+02;49.959;300;20;2.04E+02;1.77E+02;0.494;1.6;07:13.0;334
236.72;1.769;2.03E+02;49.959;300;20;4.19E+02;3.66E+02;0.484;1.63;07:13.1;334.1
236.44;3.213;4.02E+02;49.959;300;20;7.60E+02;6.45E+02;0.529;1.74;07:13.2;334.2
236.51;2.854;3.55E+02;49.959;300;20;6.75E+02;5.74E+02;0.526;1.69;07:13.3;334.3
236.56;2.841;3.53E+02;49.96;300;20;6.72E+02;5.72E+02;0.526;1.7;07:13.4;334.4
236.52;2.833;3.52E+02;49.96;300;20;6.70E+02;5.70E+02;0.525;1.69;07:13.5;334.5
236.52;2.828;3.52E+02;49.961;300;20;6.69E+02;5.69E+02;0.526;1.69;07:13.6;334.6
236.89;0.837;9.73E+01;49.962;300;20;1.98E+02;1.73E+02;0.491;1.61;07:13.7;334.7
236.94;0.679;8.08E+01;49.962;300;20;1.61E+02;1.39E+02;0.502;1.59;07:13.8;334.8
236.78;1.66;1.82E+02;49.963;300;20;3.93E+02;3.48E+02;0.464;1.64;07:13.9;334.9
236.42;3.612;4.61E+02;49.963;300;20;8.54E+02;7.19E+02;0.54;1.72;07:14.0;335
236.58;2.88;3.59E+02;49.964;300;20;6.81E+02;5.79E+02;0.526;1.7;07:14.1;335.1
236.6;2.87;3.58E+02;49.962;300;20;6.79E+02;5.77E+02;0.527;1.73;07:14.2;335.2
236.57;2.851;3.55E+02;49.962;300;20;6.74E+02;5.74E+02;0.526;1.71;07:14.3;335.3
236.63;2.842;3.54E+02;49.962;300;20;6.73E+02;5.72E+02;0.526;1.71;07:14.4;335.4
236.94;0.918;1.08E+02;49.961;300;20;2.18E+02;1.89E+02;0.495;1.62;07:14.5;335.5
237.01;0.791;9.37E+01;49.961;300;20;1.88E+02;1.63E+02;0.5;1.63;07:14.6;335.6
237.02;0.833;9.83E+01;49.959;300;20;1.97E+02;1.71E+02;0.498;1.61;07:14.7;335.7
236.98;0.83;9.80E+01;49.959;300;20;1.97E+02;1.71E+02;0.498;1.6;07:14.8;335.8
236.95;0.817;9.64E+01;49.958;300;20;1.94E+02;1.68E+02;0.498;1.62;07:14.9;335.9
236.97;0.818;9.68E+01;49.958;300;20;1.94E+02;1.68E+02;0.499;1.61;07:15.0;336
236.98;0.806;9.54E+01;49.957;300;20;1.91E+02;1.66E+02;0.499;1.63;07:15.1;336.1
236.99;0.818;9.67E+01;49.956;300;20;1.94E+02;1.68E+02;0.499;1.63;07:15.2;336.2
237.01;0.808;9.55E+01;49.957;300;20;1.91E+02;1.66E+02;0.499;1.61;07:15.3;336.3
236.99;0.809;9.56E+01;49.956;300;20;1.92E+02;1.66E+02;0.499;1.62;07:15.4;336.4
236.98;0.817;9.67E+01;49.956;300;20;1.94E+02;1.68E+02;0.5;1.61;07:15.5;336.5
237;0.807;9.55E+01;49.955;300;20;1.91E+02;1.66E+02;0.499;1.61;07:15.6;336.6
236.92;1.029;1.18E+02;49.955;300;20;2.44E+02;2.14E+02;0.482;1.63;07:15.7;336.7
236.74;2.52;3.03E+02;49.955;300;20;5.97E+02;5.14E+02;0.508;1.69;07:15.8;336.8
236.51;3.539;4.53E+02;49.956;300;20;8.37E+02;7.04E+02;0.541;1.76;07:15.9;336.9
236.6;2.852;3.56E+02;49.956;300;20;6.75E+02;5.73E+02;0.527;1.72;07:16.0;337
236.59;2.805;3.49E+02;49.956;300;20;6.64E+02;5.65E+02;0.526;1.73;07:16.1;337.1
236.62;2.792;3.48E+02;49.956;300;20;6.61E+02;5.62E+02;0.526;1.73;07:16.2;337.2
236.57;2.785;3.46E+02;49.957;300;20;6.59E+02;5.61E+02;0.525;1.73;07:16.3;337.3
236.8;1.971;2.22E+02;49.957;300;20;4.67E+02;4.11E+02;0.475;1.64;07:16.4;337.4
236.94;0.91;1.01E+02;49.957;300;20;2.16E+02;1.90E+02;0.47;1.64;07:16.5;337.5
236.51;3.323;4.10E+02;49.957;300;20;7.86E+02;6.70E+02;0.522;1.72;07:16.6;337.6
236.53;3.205;4.05E+02;49.956;300;20;7.58E+02;6.41E+02;0.534;1.72;07:16.7;337.7
236.56;2.893;3.62E+02;49.955;300;20;6.84E+02;5.81E+02;0.528;1.74;07:16.8;337.8
236.55;2.831;3.53E+02;49.955;300;20;6.70E+02;5.69E+02;0.527;1.73;07:16.9;337.9
236.56;2.834;3.54E+02;49.955;300;20;6.70E+02;5.70E+02;0.528;1.72;07:17.0;338
236.59;2.627;3.23E+02;49.957;300;20;6.22E+02;5.31E+02;0.52;1.71;07:17.1;338.1
236.82;1.131;1.30E+02;49.958;300;20;2.68E+02;2.34E+02;0.487;1.61;07:17.2;338.2
236.91;0.825;9.78E+01;49.958;300;20;1.95E+02;1.69E+02;0.5;1.6;07:17.3;338.3
236.89;0.825;9.80E+01;49.958;300;20;1.96E+02;1.69E+02;0.501;1.63;07:17.4;338.4
236.89;0.799;9.51E+01;49.958;300;20;1.89E+02;1.64E+02;0.502;1.63;07:17.5;338.5
236.9;0.806;9.59E+01;49.959;300;20;1.91E+02;1.65E+02;0.503;1.62;07:17.6;338.6
236.93;0.812;9.69E+01;49.958;300;20;1.93E+02;1.66E+02;0.503;1.62;07:17.7;338.7
236.91;0.811;9.66E+01;49.959;300;20;1.92E+02;1.66E+02;0.503;1.62;07:17.8;338.8
236.94;0.805;9.59E+01;49.958;300;20;1.91E+02;1.65E+02;0.503;1.61;07:17.9;338.9
236.95;0.809;9.63E+01;49.957;300;20;1.92E+02;1.66E+02;0.503;1.63;07:18.0;339
236.96;0.807;9.62E+01;49.957;300;20;1.91E+02;1.65E+02;0.503;1.61;07:18.1;339.1
236.94;0.804;9.58E+01;49.956;300;20;1.90E+02;1.65E+02;0.503;1.62;07:18.2;339.2
236.91;0.807;9.61E+01;49.954;300;20;1.91E+02;1.65E+02;0.503;1.62;07:18.3;339.3
236.93;0.913;1.07E+02;49.953;300;20;2.16E+02;1.88E+02;0.495;1.62;07:18.4;339.4
236.68;2.419;2.88E+02;49.952;300;20;5.73E+02;4.95E+02;0.504;1.74;07:18.5;339.5
236.59;2.839;3.57E+02;49.952;300;20;6.72E+02;5.69E+02;0.532;1.72;07:18.6;339.6
236.64;2.749;3.44E+02;49.952;300;20;6.50E+02;5.52E+02;0.529;1.72;07:18.7;339.7
236.59;2.75;3.44E+02;49.951;300;20;6.51E+02;5.52E+02;0.529;1.7;07:18.8;339.8
236.61;2.758;3.44E+02;49.951;300;20;6.53E+02;5.55E+02;0.527;1.72;07:18.9;339.9
236.73;2.139;2.48E+02;49.951;300;20;5.06E+02;4.41E+02;0.491;1.74;07:19.0;340
236.95;0.638;7.72E+01;49.951;300;20;1.51E+02;1.30E+02;0.511;1.62;07:19.1;340.1
236.95;0.813;9.20E+01;49.952;300;20;1.93E+02;1.69E+02;0.477;1.62;07:19.2;340.2
236.48;3.41;4.27E+02;49.953;300;20;8.06E+02;6.84E+02;0.529;1.8;07:19.3;340.3
236.66;2.821;3.55E+02;49.954;300;20;6.68E+02;5.66E+02;0.531;1.74;07:19.4;340.4
236.65;2.809;3.53E+02;49.954;300;20;6.65E+02;5.63E+02;0.531;1.75;07:19.5;340.5
236.62;2.812;3.53E+02;49.955;300;20;6.65E+02;5.64E+02;0.531;1.75;07:19.6;340.6
236.69;2.785;3.50E+02;49.954;300;20;6.59E+02;5.59E+02;0.531;1.76;07:19.7;340.7
236.96;1.116;1.28E+02;49.954;300;20;2.64E+02;2.32E+02;0.483;1.68;07:19.8;340.8
237.04;0.667;8.03E+01;49.954;300;20;1.58E+02;1.36E+02;0.507;1.64;07:19.9;340.9
237.05;0.815;9.74E+01;49.954;300;20;1.93E+02;1.67E+02;0.504;1.65;07:20.0;341
237.03;0.804;9.64E+01;49.954;300;20;1.91E+02;1.65E+02;0.506;1.66;07:20.1;341.1
237.06;0.815;9.79E+01;49.953;300;20;1.93E+02;1.67E+02;0.507;1.65;07:20.2;341.2
236.99;0.795;9.53E+01;49.951;300;20;1.89E+02;1.63E+02;0.506;1.64;07:20.3;341.3
237.07;0.807;9.68E+01;49.95;300;20;1.91E+02;1.65E+02;0.506;1.65;07:20.4;341.4
237.07;0.793;9.53E+01;49.95;300;20;1.88E+02;1.62E+02;0.507;1.65;07:20.5;341.5
237.07;0.824;9.90E+01;49.95;300;20;1.95E+02;1.68E+02;0.507;1.66;07:20.6;341.6
237.05;0.789;9.47E+01;49.95;300;20;1.87E+02;1.61E+02;0.507;1.66;07:20.7;341.7
237.05;0.789;9.50E+01;49.949;300;20;1.87E+02;1.61E+02;0.508;1.66;07:20.8;341.8
237.06;0.801;9.65E+01;49.948;300;20;1.90E+02;1.64E+02;0.508;1.65;07:20.9;341.9
237.01;1.037;1.20E+02;49.948;300;20;2.46E+02;2.14E+02;0.489;1.65;07:21.0;342
236.67;3.014;3.72E+02;49.948;300;20;7.13E+02;6.09E+02;0.521;1.75;07:21.1;342.1
236.58;3.38;4.33E+02;49.948;300;20;8.00E+02;6.72E+02;0.541;1.8;07:21.2;342.2
236.69;2.816;3.55E+02;49.95;300;20;6.67E+02;5.64E+02;0.532;1.76;07:21.3;342.3
236.68;2.762;3.47E+02;49.949;300;20;6.54E+02;5.54E+02;0.531;1.77;07:21.4;342.4
236.69;2.739;3.45E+02;49.95;300;20;6.48E+02;5.49E+02;0.532;1.77;07:21.5;342.5
236.67;2.726;3.43E+02;49.951;300;20;6.45E+02;5.46E+02;0.532;1.77;07:21.6;342.6
236.89;1.88;2.08E+02;49.953;300;20;4.45E+02;3.94E+02;0.466;1.66;07:21.7;342.7
237;1.403;1.44E+02;49.954;300;20;3.33E+02;3.00E+02;0.434;1.64;07:21.8;342.8
236.52;3.7;4.81E+02;49.955;300;20;8.75E+02;7.31E+02;0.549;1.86;07:21.9;342.9
236.69;2.902;3.68E+02;49.955;300;20;6.87E+02;5.80E+02;0.536;1.78;07:22.0;343
236.71;2.799;3.54E+02;49.956;300;20;6.62E+02;5.60E+02;0.534;1.78;07:22.1;343.1
236.72;2.808;3.55E+02;49.956;300;20;6.65E+02;5.62E+02;0.535;1.76;07:22.2;343.2
236.66;2.771;3.50E+02;49.957;300;20;6.56E+02;5.54E+02;0.534;1.77;07:22.3;343.3
236.83;2.415;2.96E+02;49.958;300;20;5.72E+02;4.90E+02;0.517;1.73;07:22.4;343.4
237.1;0.745;8.95E+01;49.959;300;20;1.77E+02;1.52E+02;0.507;1.65;07:22.5;343.5
237.09;0.805;9.73E+01;49.959;300;20;1.91E+02;1.64E+02;0.51;1.65;07:22.6;343.6
237.13;0.795;9.63E+01;49.958;300;20;1.89E+02;1.62E+02;0.511;1.67;07:22.7;343.7
237.12;0.796;9.64E+01;49.958;300;20;1.89E+02;1.62E+02;0.51;1.65;07:22.8;343.8
237.13;0.807;9.75E+01;49.958;300;20;1.91E+02;1.65E+02;0.51;1.65;07:22.9;343.9
237.13;0.793;9.58E+01;49.958;300;20;1.88E+02;1.62E+02;0.509;1.66;07:23.0;344
237.08;0.784;9.46E+01;49.959;300;20;1.86E+02;1.60E+02;0.509;1.66;07:23.1;344.1
237.09;0.797;9.64E+01;49.958;300;20;1.89E+02;1.63E+02;0.51;1.68;07:23.2;344.2
237.12;0.799;9.66E+01;49.958;300;20;1.89E+02;1.63E+02;0.51;1.67;07:23.3;344.3
237.09;0.796;9.60E+01;49.958;300;20;1.89E+02;1.63E+02;0.509;1.66;07:23.4;344.4
237.07;0.797;9.61E+01;49.956;300;20;1.89E+02;1.63E+02;0.509;1.66;07:23.5;344.5
237.1;0.791;9.54E+01;49.956;300;20;1.88E+02;1.62E+02;0.509;1.63;07:23.6;344.6
237.13;0.816;9.82E+01;49.957;300;20;1.94E+02;1.67E+02;0.508;1.66;07:23.7;344.7
237.12;0.924;1.11E+02;49.958;300;20;2.19E+02;1.89E+02;0.505;1.65;07:23.8;344.8
237.1;1.047;1.25E+02;49.959;300;20;2.48E+02;2.14E+02;0.505;1.66;07:23.9;344.9
237.1;1.139;1.36E+02;49.96;300;20;2.70E+02;2.33E+02;0.505;1.66;07:24.0;345
237.07;1.262;1.51E+02;49.96;300;20;2.99E+02;2.58E+02;0.506;1.69;07:24.1;345.1
237.05;1.533;1.85E+02;49.959;300;20;3.64E+02;3.13E+02;0.508;1.69;07:24.2;345.2
236.95;1.679;2.03E+02;49.96;300;20;3.98E+02;3.42E+02;0.511;1.69;07:24.3;345.3
237;1.844;2.25E+02;49.961;300;20;4.37E+02;3.75E+02;0.514;1.68;07:24.4;345.4
237;1.966;2.41E+02;49.962;300;20;4.66E+02;3.99E+02;0.516;1.72;07:24.5;345.5
236.93;2.115;2.60E+02;49.963;300;20;5.01E+02;4.28E+02;0.519;1.74;07:24.6;345.6
236.96;2.049;2.52E+02;49.963;300;20;4.86E+02;4.15E+02;0.518;1.72;07:24.7;345.7
236.97;1.818;2.22E+02;49.963;300;20;4.31E+02;3.69E+02;0.515;1.7;07:24.8;345.8
237.01;1.571;1.90E+02;49.962;300;20;3.72E+02;3.20E+02;0.511;1.67;07:24.9;345.9
237.1;1.241;1.49E+02;49.963;300;20;2.94E+02;2.54E+02;0.507;1.67;07:25.0;346
237.12;1.095;1.31E+02;49.963;300;20;2.60E+02;2.24E+02;0.506;1.65;07:25.1;346.1
237.16;0.975;1.17E+02;49.965;300;20;2.31E+02;1.99E+02;0.507;1.64;07:25.2;346.2
237.14;0.866;1.04E+02;49.965;300;20;2.05E+02;1.77E+02;0.508;1.64;07:25.3;346.3
237.19;0.847;1.02E+02;49.965;300;20;2.01E+02;1.73E+02;0.507;1.66;07:25.4;346.4
237.17;0.92;1.10E+02;49.965;300;20;2.18E+02;1.88E+02;0.505;1.64;07:25.5;346.5
237.09;1.098;1.31E+02;49.964;300;20;2.60E+02;2.25E+02;0.504;1.66;07:25.6;346.6
237.06;1.318;1.58E+02;49.964;300;20;3.12E+02;2.70E+02;0.505;1.67;07:25.7;346.7
236.99;1.803;2.19E+02;49.964;300;20;4.27E+02;3.67E+02;0.512;1.68;07:25.8;346.8
236.94;2.065;2.53E+02;49.965;300;20;4.89E+02;4.19E+02;0.517;1.7;07:25.9;346.9
236.96;2.208;2.73E+02;49.964;300;20;5.23E+02;4.47E+02;0.521;1.73;07:26.0;347
236.95;2.117;2.60E+02;49.965;300;20;5.02E+02;4.29E+02;0.519;1.69;07:26.1;347.1
236.96;1.843;2.25E+02;49.966;300;20;4.37E+02;3.75E+02;0.514;1.67;07:26.2;347.2
236.9;1.68;2.04E+02;49.966;300;20;3.98E+02;3.42E+02;0.512;1.67;07:26.3;347.3
237.02;1.564;1.89E+02;49.966;300;20;3.71E+02;3.19E+02;0.51;1.67;07:26.4;347.4
237.06;1.446;1.75E+02;49.966;300;20;3.43E+02;2.95E+02;0.509;1.67;07:26.5;347.5
237.08;1.23;1.48E+02;49.967;300;20;2.92E+02;2.51E+02;0.508;1.66;07:26.6;347.6
237.12;1.138;1.37E+02;49.967;300;20;2.70E+02;2.33E+02;0.507;1.65;07:26.7;347.7
237.11;1.034;1.25E+02;49.967;300;20;2.45E+02;2.11E+02;0.508;1.65;07:26.8;347.8
237.1;0.962;1.16E+02;49.968;300;20;2.28E+02;1.97E+02;0.508;1.63;07:26.9;347.9
237.12;0.85;1.02E+02;49.968;300;20;2.02E+02;1.74E+02;0.508;1.62;07:27.0;348
237.11;0.825;9.94E+01;49.967;300;20;1.96E+02;1.69E+02;0.508;1.62;07:27.1;348.1
237.08;0.829;9.98E+01;49.966;300;20;1.97E+02;1.69E+02;0.508;1.63;07:27.2;348.2
237.1;0.811;9.79E+01;49.966;300;20;1.92E+02;1.65E+02;0.509;1.61;07:27.3;348.3
237.13;0.811;9.79E+01;49.966;300;20;1.92E+02;1.66E+02;0.509;1.61;07:27.4;348.4
237.12;0.796;9.61E+01;49.966;300;20;1.89E+02;1.62E+02;0.509;1.62;07:27.5;348.5
237.07;0.8;9.67E+01;49.967;300;20;1.90E+02;1.63E+02;0.51;1.61;07:27.6;348.6
237.1;0.793;9.57E+01;49.966;300;20;1.88E+02;1.62E+02;0.509;1.6;07:27.7;348.7
237.13;0.803;9.71E+01;49.965;300;20;1.90E+02;1.64E+02;0.51;1.62;07:27.8;348.8
237.12;0.795;9.62E+01;49.965;300;20;1.89E+02;1.62E+02;0.51;1.62;07:27.9;348.9
237.09;0.804;9.72E+01;49.965;300;20;1.91E+02;1.64E+02;0.51;1.62;07:28.0;349
237.12;0.799;9.68E+01;49.965;300;20;1.90E+02;1.63E+02;0.511;1.64;07:28.1;349.1
237.07;0.842;1.01E+02;49.966;300;20;2.00E+02;1.72E+02;0.508;1.62;07:28.2;349.2
237;0.967;1.16E+02;49.968;300;20;2.29E+02;1.98E+02;0.504;1.63;07:28.3;349.3
237.03;1.237;1.48E+02;49.967;300;20;2.93E+02;2.53E+02;0.506;1.64;07:28.4;349.4
236.99;1.527;1.84E+02;49.966;300;20;3.62E+02;3.12E+02;0.508;1.65;07:28.5;349.5
236.82;2.189;2.70E+02;49.966;300;20;5.18E+02;4.43E+02;0.52;1.69;07:28.6;349.6
236.79;2.532;3.16E+02;49.967;300;20;6.00E+02;5.09E+02;0.527;1.7;07:28.7;349.7
236.77;2.845;3.60E+02;49.969;300;20;6.74E+02;5.70E+02;0.534;1.76;07:28.8;349.8
236.72;2.916;3.70E+02;49.969;300;20;6.90E+02;5.83E+02;0.536;1.74;07:28.9;349.9
236.88;1.961;2.39E+02;49.968;300;20;4.65E+02;3.98E+02;0.515;1.68;07:29.0;350
236.92;1.522;1.84E+02;49.967;300;20;3.61E+02;3.10E+02;0.509;1.65;07:29.1;350.1
237.01;1.227;1.47E+02;49.966;300;20;2.91E+02;2.51E+02;0.506;1.64;07:29.2;350.2
237.1;0.999;1.20E+02;49.964;300;20;2.37E+02;2.04E+02;0.505;1.63;07:29.3;350.3
